Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2324,CA-2024-101162,06/24/2024,06/30/2024,Standard Class,CG-10436,Daniel Williams,Home Office,United States,Atlanta,Georgia,30318,South,OFF-STO-10000524,Office Supplies,Storage,Storage Model K-174,84.93,3,0.0,16.47
2325,CA-2023-101162,11/15/2023,11/22/2023,Standard Class,CG-10474,Matt Smith,Consumer,United States,San Diego,California,92037,West,OFF-LAB-10000525,Office Supplies,Labels,Labels Model L-211,119.31,3,0.0,54.25
2326,CA-2023-101163,06/06/2023,06/11/2023,Standard Class,CG-10308,Tracy Jones,Consumer,United States,San Francisco,California,94109,West,OFF-BIN-10000526,Office Supplies,Binders,Binders Model M-248,23.58,1,0.2,-3.71
2327,CA-2021-101163,11/21/2021,11/27/2021,Standard Class,CG-10517,William Jones,Home Office,United States,Dallas,Texas,75220,Central,OFF-ART-10000527,Office Supplies,Art,Art Model N-285,56.74,3,0.4,-7.88
2328,CA-2023-101164,12/21/2023,12/23/2023,First Class,CG-10222,Sandra Allen,Consumer,United States,Jacksonville,Florida,32216,South,OFF-LAB-10000528,Office Supplies,Labels,Labels Model O-322,108.64,4,0.0,49.66
2329,CA-2024-101164,11/12/2024,11/16/2024,Standard Class,CG-10662,Matt Rodriguez,Consumer,United States,Tampa,Florida,33612,South,OFF-ART-10000529,Office Supplies,Art,Art Model P-359,8.65,2,0.7,-6.06
2330,CA-2024-101165,12/17/2024,12/20/2024,First Class,CG-10623,Tracy Ballentine,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FUR-10000530,Furniture,Furnishings,Furnishings Model Q-396,236.58,3,0.0,40.35
2331,CA-2024-101165,10/26/2024,11/02/2024,Standard Class,CG-10631,Ken Johnson,Corporate,United States,Dallas,Texas,75220,Central,FUR-CHA-10000531,Furniture,Chairs,Chairs Model R-433,739.68,4,0.0,74.77
2332,CA-2023-101166,06/20/2023,06/23/2023,Second Class,CG-10105,Andrew Gutenberg,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-TAB-10000532,Furniture,Tables,Tables Model S-470,4202.72,5,0.2,-1295.96
2333,CA-2024-101166,03/19/2024,03/23/2024,Standard Class,CG-10559,Zuschuss Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-MAC-10000533,Technology,Machines,Machines Model T-507,2552.66,2,0.0,110.66
2334,CA-2024-101167,04/18/2024,04/23/2024,Standard Class,CG-10204,Claire Garcia,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BIN-10000534,Office Supplies,Binders,Binders Model U-544,84.69,2,0.2,-29.55
2335,CA-2024-101167,11/11/2024,11/15/2024,Standard Class,CG-10569,Andrew Flanagan,Consumer,United States,Louisville,Kentucky,40214,South,OFF-FAS-10000535,Office Supplies,Fasteners,Fasteners Model V-581,20.52,1,0.0,8.46
2336,CA-2022-101168,11/11/2022,11/14/2022,First Class,CG-10347,David Black,Home Office,United States,San Antonio,Texas,78207,Central,FUR-BOO-10000536,Furniture,Bookcases,Bookcases Model W-618,189.96,1,0.0,-0.62
2337,CA-2022-101168,11/02/2022,11/06/2022,Standard Class,CG-10183,Zuschuss Smith,Corporate,United States,Richmond,Virginia,23223,South,OFF-STO-10000537,Office Supplies,Storage,Storage Model X-655,94.72,2,0.0,23.38
2338,CA-2022-101169,02/26/2022,03/01/2022,Second Class,CG-10508,Sandra Brown,Consumer,United States,Dallas,Texas,75220,Central,FUR-CHA-10000538,Furniture,Chairs,Chairs Model Y-692,936.15,3,0.0,191.87
2339,CA-2023-101169,11/27/2023,12/04/2023,Standard Class,CG-10361,William Gutenberg,Consumer,United States,Jacksonville,Florida,32216,South,FUR-BOO-10000539,Furniture,Bookcases,Bookcases Model Z-729,2265.9,3,0.0,-61.77
2340,CA-2021-101170,08/18/2021,08/21/2021,Second Class,CG-10063,Claire Gutenberg,Consumer,United States,Denver,Colorado,80219,West,OFF-LAB-10000540,Office Supplies,Labels,Labels Model A-766,196.7,5,0.0,80.13
2341,CA-2022-101170,12/08/2022,12/11/2022,Second Class,CG-10398,Emily Martinez,Home Office,United States,San Francisco,California,94109,West,OFF-ART-10000541,Office Supplies,Art,Art Model B-803,148.36,2,0.0,32.95
2342,CA-2023-101171,11/14/2023,11/17/2023,Second Class,CG-10515,Robert Blumstein,Consumer,United States,Baltimore,Maryland,21215,East,OFF-ART-10000542,Office Supplies,Art,Art Model C-840,73.85,5,0.0,17.97
2343,CA-2024-101171,12/20/2024,12/23/2024,First Class,CG-10025,Matt Jones,Corporate,United States,Los Angeles,California,90036,West,OFF-LAB-10000543,Office Supplies,Labels,Labels Model D-877,319.71,9,0.1,115.27
2344,CA-2024-101172,11/05/2024,11/10/2024,Standard Class,CG-10379,Claire Anderson,Consumer,United States,Columbus,Ohio,43229,East,OFF-APP-10000544,Office Supplies,Appliances,Appliances Model E-914,1219.38,6,0.0,243.4
2345,CA-2023-101172,12/26/2023,12/28/2023,First Class,CG-10534,Andrew Brown,Corporate,United States,Boston,Massachusetts,02116,East,OFF-FAS-10000545,Office Supplies,Fasteners,Fasteners Model F-951,43.6,2,0.0,14.45
2346,CA-2024-101173,10/26/2024,10/31/2024,Standard Class,CG-10419,Ken Allen,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-ART-10000546,Office Supplies,Art,Art Model G-988,42.32,4,0.7,-26.9
2347,CA-2021-101173,07/13/2021,07/18/2021,Standard Class,CG-10518,John Blumstein,Corporate,United States,Buffalo,New York,14215,East,TEC-ACC-10000547,Technology,Accessories,Accessories Model H-1025,214.24,2,0.0,89.41
2348,CA-2024-101174,09/27/2024,09/30/2024,Second Class,CG-10487,Tracy Phan,Corporate,United States,Columbus,Ohio,43229,East,FUR-CHA-10000548,Furniture,Chairs,Chairs Model I-1062,1672.08,3,0.0,290.77
2349,CA-2021-101174,11/13/2021,11/16/2021,First Class,CG-10071,James Pawel,Consumer,United States,Baltimore,Maryland,21215,East,TEC-MAC-10000549,Technology,Machines,Machines Model J-100,1469.22,2,0.0,-124.72
2350,CA-2023-101175,11/26/2023,11/29/2023,Second Class,CG-10790,Sarah Barstow,Consumer,United States,San Francisco,California,94109,West,FUR-TAB-10000550,Furniture,Tables,Tables Model K-137,7878.71,7,0.0,-395.68
2351,CA-2023-101175,12/16/2023,12/19/2023,First Class,CG-10790,Sarah Barstow,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-APP-10000551,Office Supplies,Appliances,Appliances Model L-174,366.31,3,0.2,1.04
2352,CA-2022-101176,12/09/2022,12/13/2022,Standard Class,CG-10142,Maria Garcia,Consumer,United States,Denver,Colorado,80219,West,FUR-FUR-10000552,Furniture,Furnishings,Furnishings Model M-211,88.46,1,0.0,27.57
2353,CA-2021-101176,10/15/2021,10/20/2021,Second Class,CG-10407,Alejandro Hoffman,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-BIN-10000553,Office Supplies,Binders,Binders Model N-248,112.12,2,0.4,-65.53
2354,CA-2022-101177,12/12/2022,12/15/2022,Second Class,CG-10057,Daniel Martinez,Corporate,United States,Seattle,Washington,98103,West,FUR-CHA-10000554,Furniture,Chairs,Chairs Model O-285,1691.6,5,0.0,220.97
2355,CA-2021-101177,08/23/2021,08/28/2021,Standard Class,CG-10067,Alejandro Martinez,Consumer,United States,New York City,New York,10024,East,OFF-LAB-10000555,Office Supplies,Labels,Labels Model P-322,25.42,1,0.2,6.29
2356,CA-2024-101178,06/15/2024,06/19/2024,Standard Class,CG-10791,Pete Rodriguez,Corporate,United States,Minneapolis,Minnesota,55407,Central,OFF-SUP-10000556,Office Supplies,Supplies,Supplies Model Q-359,43.84,4,0.8,-39.27
2357,CA-2024-101178,10/03/2024,10/07/2024,Standard Class,CG-10101,Robert Brown,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-SUP-10000557,Office Supplies,Supplies,Supplies Model R-396,1433.74,7,0.0,197.86
2358,CA-2021-101179,12/26/2021,12/28/2021,First Class,CG-10313,David Allen,Consumer,United States,Jacksonville,Florida,32216,South,FUR-BOO-10000558,Furniture,Bookcases,Bookcases Model S-433,672.43,2,0.2,-144.58
2359,CA-2024-101179,09/09/2024,09/14/2024,Standard Class,CG-10593,Emily Blumstein,Consumer,United States,Baltimore,Maryland,21215,East,OFF-ENV-10000559,Office Supplies,Envelopes,Envelopes Model T-470,94.6,4,0.0,36.17
2360,CA-2023-101180,11/18/2023,11/23/2023,Standard Class,CG-10774,Emily Connell,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ENV-10000560,Office Supplies,Envelopes,Envelopes Model U-507,82.64,4,0.0,28.51
2361,CA-2022-101180,02/11/2022,02/17/2022,Standard Class,CG-10720,David Pawel,Consumer,United States,Indianapolis,Indiana,46203,Central,FUR-FUR-10000561,Furniture,Furnishings,Furnishings Model V-544,304.82,2,0.0,90.17
2362,CA-2023-101181,11/12/2023,11/16/2023,Standard Class,CG-10355,Sandra Allen,Consumer,United States,San Diego,California,92037,West,FUR-BOO-10000562,Furniture,Bookcases,Bookcases Model W-581,430.61,1,0.0,7.45
2363,CA-2021-101181,08/10/2021,08/17/2021,Standard Class,CG-10012,Sarah Donatelli,Consumer,United States,Tampa,Florida,33612,South,OFF-STO-10000563,Office Supplies,Storage,Storage Model X-618,9.41,1,0.8,-8.12
2364,CA-2024-101182,02/24/2024,02/28/2024,Second Class,CG-10236,John Wilson,Corporate,United States,Phoenix,Arizona,85023,West,OFF-LAB-10000564,Office Supplies,Labels,Labels Model Y-655,4.18,1,0.0,2.12
2365,CA-2021-101182,10/11/2021,10/15/2021,Standard Class,CG-10377,Brosina Gutenberg,Consumer,United States,Houston,Texas,77005,Central,FUR-TAB-10000565,Furniture,Tables,Tables Model Z-692,307.42,3,0.6,-240.56
2366,CA-2023-101183,12/12/2023,12/19/2023,Standard Class,CG-10607,Eric Blumstein,Corporate,United States,New York City,New York,10024,East,FUR-FUR-10000566,Furniture,Furnishings,Furnishings Model A-729,65.57,1,0.2,-5.21
2367,CA-2023-101183,11/28/2023,12/04/2023,Standard Class,CG-10428,Zuschuss Allen,Corporate,United States,Boston,Massachusetts,02116,East,TEC-ACC-10000567,Technology,Accessories,Accessories Model B-766,175.2,2,0.0,46.92
2368,CA-2021-101184,11/19/2021,11/21/2021,First Class,CG-10550,Claire Ballentine,Home Office,United States,San Antonio,Texas,78207,Central,OFF-LAB-10000568,Office Supplies,Labels,Labels Model C-803,4.61,1,0.8,-3.12
2369,CA-2023-101184,12/26/2023,12/30/2023,Standard Class,CG-10182,Tracy Brown,Consumer,United States,Columbus,Ohio,43229,East,OFF-STO-10000569,Office Supplies,Storage,Storage Model D-840,123.78,1,0.2,-14.71
2370,CA-2023-101185,03/11/2023,03/16/2023,Standard Class,CG-10342,Ashley Gutenberg,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-BIN-10000570,Office Supplies,Binders,Binders Model E-877,282.36,3,0.0,85.49
2371,CA-2021-101185,11/10/2021,11/15/2021,Standard Class,CG-10260,John Anderson,Corporate,United States,Portland,Oregon,97201,West,OFF-STO-10000571,Office Supplies,Storage,Storage Model F-914,218.27,1,0.0,31.88
2372,CA-2022-101186,09/29/2022,10/01/2022,First Class,CG-10538,Ken Johnson,Consumer,United States,Chicago,Illinois,60610,Central,TEC-MAC-10000572,Technology,Machines,Machines Model G-951,1506.51,3,0.0,194.44
2373,CA-2023-101186,12/16/2023,12/23/2023,Standard Class,CG-10029,Sandra Martinez,Consumer,United States,Milwaukee,Wisconsin,53209,Central,OFF-PAP-10000573,Office Supplies,Paper,Paper Model H-988,27.06,1,0.0,11.15
2374,CA-2023-101187,05/04/2023,05/11/2023,Standard Class,CG-10179,David Kintis,Corporate,United States,Atlanta,Georgia,30318,South,TEC-PHO-10000574,Technology,Phones,Phones Model I-1025,1491.96,6,0.0,461.18
2375,CA-2024-101187,11/13/2024,11/16/2024,First Class,CG-10180,Eric Barstow,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-FAS-10000575,Office Supplies,Fasteners,Fasteners Model J-1062,52.16,2,0.0,21.76
2376,CA-2022-101188,04/15/2022,04/18/2022,First Class,CG-10268,Sarah Donatelli,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-ART-10000576,Office Supplies,Art,Art Model K-100,24.25,1,0.6,-10.44
2377,CA-2023-101188,12/10/2023,12/13/2023,First Class,CG-10599,Ashley Anderson,Consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-TAB-10000577,Furniture,Tables,Tables Model L-137,5857.52,8,0.0,-203.97
2378,CA-2024-101189,01/14/2024,01/17/2024,Second Class,CG-10672,Harold Rodriguez,Corporate,United States,Detroit,Michigan,48205,Central,OFF-FAS-10000578,Office Supplies,Fasteners,Fasteners Model M-174,25.9,5,0.0,11.16
2379,CA-2021-101189,06/01/2021,06/06/2021,Standard Class,CG-10251,Daniel Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-SUP-10000579,Office Supplies,Supplies,Supplies Model N-211,105.92,2,0.2,-17.69
2380,CA-2021-101190,03/09/2021,03/12/2021,Second Class,CG-10399,Lisa Brown,Consumer,United States,San Diego,California,92037,West,FUR-CHA-10000580,Furniture,Chairs,Chairs Model O-248,1614.29,3,0.2,-210.53
2381,CA-2024-101190,11/17/2024,11/18/2024,First Class,CG-10783,Claire Wilson,Corporate,United States,San Francisco,California,94109,West,FUR-CHA-10000581,Furniture,Chairs,Chairs Model P-285,104.8,1,0.0,18.54
2382,CA-2023-101191,07/25/2023,07/29/2023,Second Class,CG-10225,Alejandro Allen,Corporate,United States,Columbus,Ohio,43229,East,FUR-CHA-10000582,Furniture,Chairs,Chairs Model Q-322,1029.16,2,0.0,104.56
2383,CA-2022-101191,02/08/2022,02/12/2022,Standard Class,CG-10295,Alejandro Rodriguez,Corporate,United States,Baltimore,Maryland,21215,East,OFF-ART-10000583,Office Supplies,Art,Art Model R-359,35.19,1,0.0,8.25
2384,CA-2022-101192,12/20/2022,12/23/2022,First Class,CG-10443,Maria Black,Home Office,United States,Seattle,Washington,98103,West,FUR-BOO-10000584,Furniture,Bookcases,Bookcases Model S-396,5441.24,7,0.0,-120.84
2385,CA-2023-101192,12/03/2023,12/07/2023,Standard Class,CG-10006,Alejandro Hoffman,Consumer,United States,Dallas,Texas,75220,Central,FUR-TAB-10000585,Furniture,Tables,Tables Model T-433,884.7,1,0.15,-106.69
2386,CA-2022-101193,04/26/2022,05/01/2022,Second Class,CG-10537,Ashley Brown,Consumer,United States,New York City,New York,10024,East,OFF-FAS-10000586,Office Supplies,Fasteners,Fasteners Model U-470,25.08,2,0.0,10.54
2387,CA-2023-101193,11/20/2023,11/25/2023,Standard Class,CG-10570,David Barstow,Corporate,United States,Los Angeles,California,90036,West,FUR-TAB-10000587,Furniture,Tables,Tables Model V-507,2114.46,6,0.15,-365.46
2388,CA-2021-101194,11/10/2021,11/14/2021,Standard Class,CG-10304,Pete Flanagan,Corporate,United States,Boston,Massachusetts,02116,East,OFF-FAS-10000588,Office Supplies,Fasteners,Fasteners Model W-544,48.09,3,0.0,20.36
2389,CA-2023-101194,05/03/2023,05/08/2023,Second Class,CG-10773,James Ballentine,Consumer,United States,Las Vegas,Nevada,89115,West,TEC-COP-10000589,Technology,Copiers,Copiers Model X-581,1847.76,3,0.0,683.18
2390,CA-2021-101195,10/15/2021,10/18/2021,First Class,CG-10542,Ashley Smith,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-SUP-10000590,Office Supplies,Supplies,Supplies Model Y-618,178.14,2,0.0,7.62
2391,CA-2023-101195,12/14/2023,12/16/2023,First Class,CG-10182,Tracy Brown,Consumer,United States,Los Angeles,California,90036,West,OFF-BIN-10000591,Office Supplies,Binders,Binders Model Z-655,80.68,2,0.0,2.29
2392,CA-2024-101196,01/17/2024,01/21/2024,Standard Class,CG-10588,Emily Miller,Corporate,United States,Seattle,Washington,98103,West,FUR-BOO-10000592,Furniture,Bookcases,Bookcases Model A-692,1355.54,2,0.0,177.64
2393,CA-2024-101196,03/14/2024,03/14/2024,Same Day,CG-10450,Lisa Blumstein,Corporate,United States,Richmond,Virginia,23223,South,TEC-COP-10000593,Technology,Copiers,Copiers Model B-729,5121.2,2,0.0,2176.65
2394,CA-2022-101197,09/02/2022,09/06/2022,Standard Class,CG-10288,Ken Kintis,Home Office,United States,Buffalo,New York,14215,East,OFF-SUP-10000594,Office Supplies,Supplies,Supplies Model C-766,264.28,2,0.0,31.43
2395,CA-2024-101197,02/28/2024,03/06/2024,Standard Class,CG-10454,Tracy Hoffman,Consumer,United States,Portland,Oregon,97201,West,OFF-BIN-10000595,Office Supplies,Binders,Binders Model D-803,71.36,4,0.0,22.37
2396,CA-2023-101198,05/28/2023,06/02/2023,Standard Class,CG-10519,Andrew Davis,Corporate,United States,Los Angeles,California,90036,West,TEC-COP-10000596,Technology,Copiers,Copiers Model E-840,2620.48,4,0.0,952.97
2397,CA-2021-101198,06/04/2021,06/09/2021,Standard Class,CG-10507,Matt Smith,Consumer,United States,Tampa,Florida,33612,South,OFF-STO-10000597,Office Supplies,Storage,Storage Model F-877,216.19,2,0.3,-35.5
2398,CA-2023-101199,11/29/2023,12/04/2023,Standard Class,CG-10128,Ken Davis,Consumer,United States,Seattle,Washington,98103,West,OFF-SUP-10000598,Office Supplies,Supplies,Supplies Model G-914,432.88,2,0.0,75.02
2399,CA-2022-101199,08/01/2022,08/03/2022,First Class,CG-10261,William Barstow,Home Office,United States,Detroit,Michigan,48205,Central,TEC-ACC-10000599,Technology,Accessories,Accessories Model H-951,655.61,6,0.6,-328.59
2400,CA-2023-101200,08/31/2023,09/04/2023,Second Class,CG-10697,Pete Gutenberg,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BIN-10000600,Office Supplies,Binders,Binders Model I-988,28.36,1,0.4,-17.26
2401,CA-2022-101200,01/17/2022,01/21/2022,Standard Class,CG-10753,David Miller,Consumer,United States,Houston,Texas,77005,Central,OFF-BIN-10000601,Office Supplies,Binders,Binders Model J-1025,259.65,3,0.0,93.39
2402,CA-2024-101201,10/16/2024,10/19/2024,Second Class,CG-10614,Sandra Kintis,Home Office,United States,Louisville,Kentucky,40214,South,TEC-COP-10000602,Technology,Copiers,Copiers Model K-1062,5431.74,4,0.2,934.72
2403,CA-2024-101201,09/01/2024,09/08/2024,Standard Class,CG-10454,Tracy Hoffman,Consumer,United States,San Francisco,California,94109,West,FUR-CHA-10000603,Furniture,Chairs,Chairs Model L-100,979.86,2,0.0,187.97
2404,CA-2021-101202,01/06/2021,01/13/2021,Standard Class,CG-10264,John Johnson,Consumer,United States,Memphis,Tennessee,38109,South,OFF-PAP-10000604,Office Supplies,Paper,Paper Model M-137,78.51,4,0.15,18.26
2405,CA-2023-101202,11/16/2023,11/21/2023,Standard Class,CG-10192,Andrew Connell,Consumer,United States,Seattle,Washington,98103,West,OFF-ART-10000605,Office Supplies,Art,Art Model N-174,201.44,4,0.0,67.34
2406,CA-2024-101203,04/11/2024,04/14/2024,First Class,CG-10109,William Jones,Corporate,United States,Newark,New Jersey,07102,East,FUR-TAB-10000606,Furniture,Tables,Tables Model O-211,736.92,3,0.0,-69.6
2407,CA-2023-101203,12/09/2023,12/13/2023,Second Class,CG-10335,Matt Hoffman,Consumer,United States,Richmond,Virginia,23223,South,TEC-COP-10000607,Technology,Copiers,Copiers Model P-248,6146.22,3,0.0,3326.74
2408,CA-2022-101204,07/17/2022,07/21/2022,Second Class,CG-10007,Jessica Gutenberg,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-ART-10000608,Office Supplies,Art,Art Model Q-285,21.32,1,0.0,5.2
2409,CA-2022-101204,10/21/2022,10/25/2022,Standard Class,CG-10319,John Gutenberg,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PAP-10000609,Office Supplies,Paper,Paper Model R-322,62.41,2,0.3,0.56
2410,CA-2022-101205,12/06/2022,12/11/2022,Second Class,CG-10227,Emily Miller,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-APP-10000610,Office Supplies,Appliances,Appliances Model S-359,475.29,1,0.15,40.56
2411,CA-2024-101205,09/16/2024,09/20/2024,Second Class,CG-10144,Emily Rodriguez,Corporate,United States,Louisville,Kentucky,40214,South,FUR-FUR-10000611,Furniture,Furnishings,Furnishings Model T-396,215.2,2,0.0,65.04
2412,CA-2023-101206,11/14/2023,11/14/2023,Same Day,CG-10286,Eric Martinez,Home Office,United States,San Francisco,California,94109,West,OFF-LAB-10000612,Office Supplies,Labels,Labels Model U-433,31.08,1,0.0,12.87
2413,CA-2022-101206,11/24/2022,12/01/2022,Standard Class,CG-10146,Sarah Gutenberg,Corporate,United States,New York City,New York,10024,East,OFF-STO-10000613,Office Supplies,Storage,Storage Model V-470,712.23,3,0.0,134.97
2414,CA-2022-101207,04/21/2022,04/27/2022,Standard Class,CG-10266,Lisa Smith,Consumer,United States,Houston,Texas,77005,Central,TEC-ACC-10000614,Technology,Accessories,Accessories Model W-507,478.72,2,0.3,-55.88
2415,CA-2022-101207,11/24/2022,11/28/2022,Standard Class,CG-10628,John Hoffman,Corporate,United States,Columbus,Ohio,43229,East,TEC-PHO-10000615,Technology,Phones,Phones Model X-544,564.0,2,0.0,129.35
